module_group,avg_total_l2,avg_ratio,ratio_std,avg_ma_total,avg_std_total,avg_sparsity,avg_heavy_tail,stability_ratio,recommended_bits,rationale
memory_encoder.mask_downsampler.encoder.7,0.0009459219162260484,0.0005211507489807339,0.00036025751722060007,0.0009660795229545312,0.0006545011277936258,0.946253068905471,131.35085997754769,0.6774816277980773,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.9,0.001840338842444196,0.0006191292897639595,0.000388486762633363,0.0018784206651288884,0.001105084570906674,0.9815362798790506,2215566.27776618,0.5883051605114493,32,Extreme gradient-to-weight scaling
memory_encoder.out_proj.bias,0.000606865002598921,0.002438757795691867,0.0014805426355247655,0.0006156184808335499,0.0003629024468372354,0.88217466073732,1970.4286187762095,0.589492450496067,32,Extreme gradient-to-weight scaling
memory_encoder.out_proj.weight,0.0042995049532929324,0.0008064732493363285,0.0004433177469851284,0.004366801831245757,0.0023033649670468866,0.9879049281553298,5519.193938906287,0.5274718331767725,32,Extreme gradient-to-weight scaling
memory_encoder.pix_feat_proj.bias,0.000532795671421374,0.0007447302695829045,0.00044504321677398586,0.0005422753579411448,0.00030970752795305074,0.9567098707632159,464.9108321450401,0.5711259481325436,32,Extreme gradient-to-weight scaling
memory_encoder.pix_feat_proj.weight,0.0025162341838475422,0.00025639374128561974,0.00014474361392962835,0.0025597654896144066,0.001376053514781474,0.9974418157218683,39754.422239488966,0.5375701486579373,32,Extreme gradient-to-weight scaling
no_mem_embed,0.0009643048274267043,0.005902543857139332,0.0026993710951153313,0.0009549492855047938,0.00044264002327717907,0.9461637488638889,330.70405238514365,0.46352202153143246,32,Extreme gradient-to-weight scaling
no_obj_embed_spatial,5.020438084179585e-05,3.3179024227755803e-05,8.262070534534451e-05,5.077880026810253e-05,9.413811244214464e-05,0.9233181709732483,170.0336065189285,1.8538861088704948,32,Extreme gradient-to-weight scaling
no_obj_ptr,8.18512058487293e-06,2.9988716500071854e-06,4.930952187475694e-06,8.237897896642315e-06,1.1308398791529761e-05,0.9114490630233368,52.255809591500395,1.372728690427075,16,High gradient dynamics or heavy tails
obj_ptr_proj.layers.0.bias,1.6780452229834555e-05,9.140994895458525e-06,7.1844382524775636e-06,1.721802448108844e-05,1.2784190943940363e-05,0.9568037111301129,211.34211327495248,0.7424888353470507,32,Extreme gradient-to-weight scaling
obj_ptr_proj.layers.0.weight,0.0007228897255997609,9.709328866631084e-05,7.656741397215513e-05,0.0007404165389261659,0.0005507186346161775,0.9972939859425959,35539.793641673874,0.7437956956159983,32,Extreme gradient-to-weight scaling
obj_ptr_proj.layers.1.bias,3.425940780055686e-05,3.0882835551376914e-05,2.435859826649393e-05,3.5143686452412456e-05,2.5866414376705295e-05,0.959956107897562,814.7611967892987,0.7360188127028342,32,Extreme gradient-to-weight scaling
obj_ptr_proj.layers.1.weight,0.0005988480803926391,0.00010045916111307779,8.365293411994373e-05,0.0006131533296585463,0.00048333349826311237,0.9983532533578886,2433.00472572061,0.7882750934945942,32,Extreme gradient-to-weight scaling
obj_ptr_proj.layers.2.bias,6.050023245052216e-05,2.8024551285451003e-05,2.1177262048616385e-05,6.187889317423842e-05,4.4576504413796046e-05,0.9556513973733558,948.2356624197076,0.720383027671126,32,Extreme gradient-to-weight scaling
obj_ptr_proj.layers.2.weight,0.00047666152649931655,8.123129368007445e-05,6.962107635543652e-05,0.0004885007058100576,0.0003999906394830981,0.9980924311567627,6036.5746589829205,0.8188128179258463,32,Extreme gradient-to-weight scaling
obj_ptr_tpos_proj.bias,8.285362947299415e-06,1.6062856566972065e-05,1.5689401374443747e-05,8.451030013703878e-06,7.448976818671092e-06,0.8362775981055995,82.36721065431821,0.8814282763866779,16,High gradient dynamics or heavy tails
obj_ptr_tpos_proj.weight,9.601556995720705e-05,1.4662801712330118e-05,1.4124572146905356e-05,9.788003268355132e-05,8.495200677784038e-05,0.93260932833355,87.42276898064881,0.8679196813561804,16,High gradient dynamics or heavy tails
sam_mask_decoder.conv_s0.bias,0.0028991972239964525,0.01611255745439984,0.012833208620757434,0.002945719735699151,0.0021082986427557234,0.8536870349325725,172.24315474244318,0.7157159648303506,32,Extreme gradient-to-weight scaling
sam_mask_decoder.conv_s0.weight,0.0011625198201569299,0.0005449411736818163,0.0003933147400718522,0.001173318306580183,0.0007947970994103904,0.9952444838080311,42703.4485626417,0.6773925668363167,32,Extreme gradient-to-weight scaling
